seqnames	organism
NC_022969.1	Mycobacterium_phage_PhatBacter
NC_022967.1	Pseudomonas_phage_PAK_P2
NC_022063.1	Mycobacterium_phage_Phelemich
NC_022056.1	Mycobacterium_phage_Hamulus
NC_022054.1	Mycobacterium_phage_Muddy
NC_022057.1	Mycobacterium_phage_Catdawg
NC_022072.1	Blackberry_vein_banding-associated_virus
NC_022088.2	Bacillus_phage_Troll
NC_022085.1	Mycobacterium_phage_Goku
NC_022103.1	Bat_coronavirus_CDPHE15/USA/2006
NC_022232.1	Sweet_potato_leaf_curl_Shanghai_virus
NC_022233.1	Suid_betaherpesvirus_2
NC_022340.1	Propionibacterium_phage_PHL114L00
NC_022325.1	Mycobacterium_phage_Dylan
NC_022323.1	Escherichia_phage_JES2013
NC_022518.1	Human_endogenous_retrovirus_K113
NC_022563.1	Squirrelpox_virus
NC_022595.1	Murrumbidgee_virus
NC_022596.1	Murrumbidgee_virus
NC_022597.1	Murrumbidgee_virus
NC_022613.1	Turkey_aviadenovirus_5
NC_022630.1	Razdan_virus
NC_022631.1	Razdan_virus
NC_022632.1	Razdan_virus
NC_022647.1	Mesocricetus_auratus_papillomavirus_1
NC_022752.1	Salmonella_phage_SETP13
NC_022749.1	Shigella_phage_SfIV
NC_022751.1	Cyanophage_PP
NC_022753.1	Mycobacterium_phage_Fredward
NC_022774.1	Bacillus_phage_Slash
NC_022763.1	Bacillus_phage_Spock
NC_022767.1	Bacillus_phage_Staley
NC_022775.1	Lactobacillus_phage_phiJB
NC_022788.1	Gyrovirus_Tu243
NC_022802.1	Feline_sakobuvirus_A
NC_022897.1	Penaeus_monodon_circovirus_VN11
NC_022915.1	Ralstonia_phage_RSK1
NC_022919.1	Cardamom_bushy_dwarf_alphasatellite
NC_022962.1	Olive_viral_satellite_RNA
NC_022989.1	Lactobacillus_virus_LLKu
NC_022975.1	Mycobacterium_phage_HanShotFirst
NC_022985.1	Mycobacterium_phage_Zaka
NC_022982.1	Xylella_phage_Paz
NC_022976.1	Mycobacterium_phage_Nala
NC_022986.1	Pseudomonas_phage_PAK_P4
NC_022979.1	Mycobacterium_phage_Graduation
NC_022980.1	Brevibacillus_phage_Davies
NC_023008.1	Butcherbird_polyomavirus
NC_023009.1	Staphylococcus_phage_Sb1
NC_023020.1	Porcine_parvovirus_5
NC_023034.1	Tomato_leaf_curl_Gandhinagar_virus
NC_023158.1	Pea_necrotic_yellow_dwarf_virus
NC_023156.1	Pea_necrotic_yellow_dwarf_virus
NC_023159.1	Pea_necrotic_yellow_dwarf_virus
NC_023154.1	Pea_necrotic_yellow_dwarf_virus
NC_023155.1	Pea_necrotic_yellow_dwarf_virus
NC_023160.1	Pea_necrotic_yellow_dwarf_virus
NC_023157.1	Pea_necrotic_yellow_dwarf_virus
NC_023161.1	Pea_necrotic_yellow_dwarf_virus
NC_023178.1	Castor_canadensis_papillomavirus_1
NC_023300.1	Black_medic_leaf_roll_virus
NC_023305.1	Black_medic_leaf_roll_virus
NC_023301.1	Black_medic_leaf_roll_virus
NC_023299.1	Black_medic_leaf_roll_virus
NC_023304.1	Black_medic_leaf_roll_virus
NC_023306.1	Black_medic_leaf_roll_virus
NC_023307.1	Black_medic_leaf_roll_virus
NC_023302.1	Black_medic_leaf_roll_virus
NC_023424.1	Tyuleniy_virus
NC_023434.1	Dragonfly_larvae_associated_circular_virus-8
NC_023429.1	Dragonfly_larvae_associated_circular_virus-3
NC_023436.1	Dragonfly_larvae_associated_circular_virus-10
NC_023442.1	Buzura_suppressaria_nucleopolyhedrovirus
NC_023484.1	Sida_yellow_vein_China_alphasatellite
NC_003640.1	Milk_vetch_dwarf_C3_alphasatellite
NC_023498.1	Mycobacterium_phage_Validus
NC_023499.1	Staphylococcus_phage_StauST398-4
NC_023583.1	Pseudomonas_phage_TL
NC_023568.1	Vibrio_phage_VH7D
NC_023592.1	Haloarcula_hispanica_pleomorphic_virus_2
NC_023613.1	Invertebrate_iridovirus_25
NC_023610.1	Erwinia_phage_PhiEaH1
NC_023627.1	Laodelphax_striatella_honeydew_virus_1
NC_023612.1	Geobacillus_phage_GBK2
NC_023609.1	Mycobacterium_phage_RhynO
NC_023557.1	Erwinia_phage_Ea35-70
NC_023606.1	Mycobacterium_phage_CRB1
NC_023555.1	Edwardsiella_phage_eiAU-183
NC_023553.1	Mycobacterium_phage_Echild
NC_023550.1	Staphylococcus_phage_GRCS
NC_023549.1	Clavibacter_phage_CN1A
NC_023564.1	Mycobacterium_phage_EagleEye
NC_023556.1	Achromobacter_phage_JWAlpha
NC_023563.1	Mycobacterium_phage_Suffolk
NC_023630.1	Bovine_astrovirus_B76-2/HK
NC_023674.1	Porcine_astrovirus_2
NC_023743.1	Escherichia_phage_phiEB49
NC_022893.1	Cherry_leaf_scorch_small_circular_viroid-like_RNA_1
NC_022894.1	Donkey_orchid_symptomless_virus
NC_022916.1	Burkholderia_phage_JG068
NC_022961.1	Garlic_virus_D
NC_022990.1	Zamilon_virus
NC_022984.1	Mycobacterium_phage_Jovo
NC_022965.1	Mycobacterium_phage_CloudWang3
NC_022968.1	Escherichia_phage_4MG
NC_022977.1	Mycobacterium_phage_Artemis2UCLA
NC_022966.1	Pseudomonas_phage_PAK_P5
NC_021342.2	Edwardsiella_phage_PEi21
NC_023006.1	Pseudomonas_phage_PPpW-3
NC_023014.1	Bidens_mosaic_virus
NC_023021.1	Formica_exsecta_virus_1
NC_023038.1	Tomato_leaf_curl_Gandhinagar_betasatellite
NC_023175.1	Zucchini_tigre_mosaic_virus
NC_023292.1	Papaya_leaf_curl_alphasatellite
NC_023312.1	Tomato_leaf_curl_Liwa_virus
NC_023422.1	Caprine_kobuvirus
NC_023435.1	Dragonfly_larvae_associated_circular_virus-9
NC_023432.1	Dragonfly_larvae_associated_circular_virus-6
NC_023430.1	Dragonfly_larvae_associated_circular_virus-4
NC_023439.1	Kama_virus
NC_023443.1	Ageratum_yellow_vein_China_alphasatellite
NC_023491.1	Inachis_io_cypovirus_2
NC_023486.1	Inachis_io_cypovirus_2
NC_023492.1	Inachis_io_cypovirus_2
NC_023487.1	Inachis_io_cypovirus_2
NC_023488.1	Inachis_io_cypovirus_2
NC_023493.1	Inachis_io_cypovirus_2
NC_023489.1	Inachis_io_cypovirus_2
NC_023494.1	Inachis_io_cypovirus_2
NC_023490.1	Inachis_io_cypovirus_2
NC_023495.1	Inachis_io_cypovirus_2
NC_003638.1	Milk_vetch_dwarf_C1_alphasatellite
NC_023501.1	Bacillus_phage_BPS10C
NC_023558.1	Cronobacter_phage_Dev2
NC_023586.1	Ralstonia_phage_1_NP-2014
NC_023576.1	Citrobacter_phage_CR44b
NC_023575.1	Pseudomonas_phage_vB_PaeP_Tr60_Ab31
NC_023611.1	Invertebrate_iridescent_virus_30
NC_023598.1	Sclerotinia_sclerotiorum_mitovirus_6
NC_023603.1	Mycobacterium_phage_39HC
NC_023605.1	Vibrio_phage_PVA1
NC_023602.1	Mycobacterium_phage_32HC
NC_023614.1	Croceibacter_phage_P2559Y
NC_023562.1	Mycobacterium_phage_BellusTerra
NC_023590.1	Acinetobacter_phage_IMEAB3
NC_023580.1	Mycobacterium_phage_Saal
NC_023582.1	Staphylococcus_phage_vB_SepS_SEP9
NC_023589.1	Shigella_phage_pSb-1
NC_023569.1	Vibrio_phage_SHOU24
NC_022974.1	Pseudomonas_phage_CHA_P1
NC_023007.1	Bacillus_phage_vB_BanS-Tsamsa
NC_023015.1	Hedyotis_yellow_mosaic_betasatellite
NC_023023.1	Spinach_yellow_vein_Sikar_virus
NC_023041.1	Magnaporthe_oryzae_chrysovirus_1
NC_023042.1	Magnaporthe_oryzae_chrysovirus_1
NC_023043.1	Magnaporthe_oryzae_chrysovirus_1
NC_023039.1	Magnaporthe_oryzae_chrysovirus_1
NC_023040.1	Magnaporthe_oryzae_chrysovirus_1
NC_023162.1	Carp_picornavirus_1
NC_023177.1	Choristoneura_murinana_nucleopolyhedrovirus
NC_023309.1	Pea_yellow_stunt_virus
NC_023297.1	Pea_yellow_stunt_virus
NC_023310.1	Pea_yellow_stunt_virus
NC_023296.1	Pea_yellow_stunt_virus
NC_023308.1	Pea_yellow_stunt_virus
NC_023303.1	Pea_yellow_stunt_virus
NC_023298.1	Pea_yellow_stunt_virus
NC_023311.1	Pea_yellow_stunt_virus
NC_023421.1	Anguilla_anguilla_circovirus
NC_023425.1	Orthohepevirus_B
NC_023433.1	Dragonfly_larvae_associated_circular_virus-7
NC_023428.1	Dragonfly_larvae_associated_circular_virus-2
NC_023440.1	Wallerfield_virus
NC_023485.1	Hibiscus_bacilliform_virus_GD1
NC_003639.1	Milk_vetch_dwarf_C2_alphasatellite
NC_023500.1	Staphylococcus_phage_StauST398-5
NC_023547.1	Ustilaginoidea_virens_RNA_virus_3
NC_023559.1	Oenococcus_phage_phi9805
NC_023571.1	Oenococcus_phage_phiS11
NC_023560.1	Oenococcus_phage_phiS13
NC_023615.1	Invertebrate_iridescent_virus_22
NC_023601.2	Pseudomonas_phage_phiPsa374
NC_023600.1	Mycobacterium_phage_Jolie1
NC_023561.1	Enterobacter_phage_PG7
NC_023597.1	Mycobacterium_phage_20ES
NC_023599.1	Bacillus_phage_phiCM3
NC_023565.1	Mycobacterium_phage_Nyxis
NC_023551.1	Enterococcus_phage_IME-EF4
NC_023567.2	Klebsiella_phage_F19
NC_023554.1	Mycobacterium_phage_JAMaL
NC_023574.1	Lactococcus_phage_phiL47
NC_023577.1	Mycobacterium_phage_Obama12
NC_023570.1	Acinetobacter_phage_Petty
NC_023631.1	Bovine_astrovirus_B18/HK
NC_023636.1	Porcine_astrovirus_5
NC_023638.1	Posavirus_2
NC_023675.1	Porcine_astrovirus_4
NC_023682.1	Anopheline-associated_C_virus
NC_023683.1	Anopheline-associated_C_virus
NC_023734.1	Psychrobacter_phage_Psymv2
NC_003647.1	Milk_vetch_dwarf_C10_alphasatellite
NC_023730.1	Mycobacterium_phage_Redi
NC_004553.3	Turnip_rosette_virus
NC_023005.1	Pseudomonas_phage_PPpW-4
NC_023016.1	Lamium_mild_mosaic_virus
NC_023017.1	Lamium_mild_mosaic_virus
NC_023022.1	Formica_exsecta_virus_2
NC_023153.1	Citrus_endogenous_pararetrovirus
NC_023176.1	Porcine_pestivirus_isolate_Bungowannah
NC_023295.1	Apricot_vein_clearing_associated_virus
NC_023339.1	Eggplant_mottled_crinkle_virus
NC_023423.1	Pithovirus_sibericum
NC_023426.1	Anomala_cuprea_entomopoxvirus
NC_023431.1	Dragonfly_larvae_associated_circular_virus-5
NC_023427.1	Dragonfly_larvae_associated_circular_virus-1
NC_023441.1	Chaetoceros_sp._DNA_virus_7
NC_023483.1	Antheraea_pernyi_iflavirus
NC_023503.1	Streptococcus_phage_20617
NC_023502.1	Rhizobium_phage_vB_RleS_L338C
NC_023573.1	Staphylococcus_phage_phiSA12
NC_023548.1	Citrobacter_phage_CR8
NC_023595.2	Enterococcus_phage_IME_EF3
NC_023585.1	Sulfolobus_monocaudavirus_SMV1
NC_023608.1	Salmonella_phage_vB_SenS-Ent2
NC_023628.1	Narcissus_late_season_yellows_virus
NC_023607.1	Mycobacterium_phage_40AC
NC_023604.1	Mycobacterium_phage_Jolie2
NC_023566.1	Rhizobium_phage_vB_RglS_P106B
NC_023552.1	Mycobacterium_phage_Donovan
NC_023594.2	Shewanella_phage_Spp001
NC_023578.1	Mycobacterium_phage_Oaker
NC_023593.1	Escherichia_phage_KBNP1711
NC_023572.1	Mycobacterium_phage_MichelleMyBell
NC_023579.1	Erwinia_phage_Ea9-2
NC_023584.1	Synechococcus_phage_S-MbCM100
NC_023581.1	Acinetobacter_phage_Presley
NC_023588.1	Stenotrophomonas_phage_Smp131
NC_023629.1	Bovine_astrovirus_B76/HK
NC_023637.1	Posavirus_1
NC_023676.1	Spodoptera_exigua_iflavirus_2
NC_023673.1	Porcine_bocavirus
NC_023681.1	Mamestra_brassicae_multiple_nucleopolyhedrovirus
NC_023732.1	Mycobacterium_virus_Rumpelstiltskin
NC_023737.1	Mycobacterium_phage_Pleione
NC_023719.1	Bacillus_virus_G
NC_023708.1	Mycobacterium_phage_Dreamboat
NC_023696.1	Mycobacterium_phage_Dandelion
NC_023731.1	Mycobacterium_phage_Trixie
NC_023698.1	Mycobacterium_virus_Avani
NC_023680.1	Fusarium_graminearum_hypovirus_1
NC_023748.1	Mycobacterium_phage_SkiPole
NC_023744.1	Mycobacterium_phage_DS6A
NC_023699.1	Mycobacterium_virus_SG4
NC_023686.1	Mycobacterium_phage_Gadjet
NC_023716.1	Mycobacterium_virus_Alma
NC_023739.1	Mycobacterium_virus_Billknuckles
NC_023725.1	Mycobacterium_phage_Nappy
NC_023812.1	Madariaga_virus
NC_023843.1	Nepavirus
NC_023850.1	Baminivirus
NC_023853.1	Dragonfly_circularisvirus
NC_023856.1	Salmonella_phage_vB-SalM-SJ2
NC_023858.1	Melegrivirus_A
NC_023859.1	Microbacterium_phage_vB_MoxS-ISF9
NC_023872.1	Dragonfly_associated_gemykibivirus_1
NC_023868.1	Dragonfly_associated_cyclovirus_3
NC_023885.1	Mink_circovirus
NC_023874.2	Human_associated_cyclovirus_10
NC_023884.1	Cyanoramphus_nest_associated_circular_K_DNA_virus
NC_023887.1	Turkey_associated_porprismacovirus_1
NC_023891.1	Human_papillomavirus_178
NC_023896.1	Malvastrum_leaf_curl_Guangdong_betasatellite
NC_023987.1	Mosavirus_A2
NC_024016.1	Heliconius_erato_iflavirus
NC_024070.1	Rosavirus_A2
NC_024077.1	Soybean_cyst_nematode_virus_5
NC_024115.1	Leishmania_aethiopica_RNA_virus
NC_024123.1	Pseudomonas_phage_KPP25
NC_024125.2	Escherichia_phage_vB_EcoM_112
NC_024140.1	Pseudomonas_phage_vB_PaeP_C2-10_Ab09
NC_024143.1	Mycobacterium_phage_Lamina13
NC_024137.1	Bacillus_phage_Bcp1
NC_024136.1	Mycobacterium_phage_Seabiscuit
NC_024210.1	Escherichia_phage_e4/1c
NC_023587.1	Synechococcus_phage_ACG-2014h
NC_023632.1	Bovine_astrovirus_B170/HK
NC_023641.1	Lagenaria_siceraria_endornavirus-California
NC_023677.1	Chimpanzee_herpesvirus_strain_105640
NC_023684.1	Rhizoctonia_solani_dsRNA_virus_2
NC_023685.1	Rhizoctonia_solani_dsRNA_virus_2
NC_023695.1	Mycobacterium_phage_Violet
NC_023747.1	Mycobacterium_phage_BarrelRoll
NC_023705.1	Mycobacterium_virus_Liefie
NC_023721.1	Mycobacterium_virus_Drago
NC_023709.1	Mycobacterium_phage_Wile
NC_023724.1	Mycobacterium_virus_Larva
NC_023726.1	Mycobacterium_virus_Euphoria
NC_023741.1	Mycobacterium_phage_Stinger
NC_023722.1	Rhodococcus_phage_ReqiPine5
NC_023735.1	Rhodococcus_phage_ReqiPepy6
NC_023712.1	Mycobacterium_virus_Firecracker
NC_023702.1	Mycobacterium_virus_Kugel
NC_023728.1	Mycobacterium_virus_Deadp
NC_023690.1	Mycobacterium_virus_Courthouse
NC_023733.1	Mycobacterium_phage_MoMoMixon
NC_023762.1	ROUT_virus
NC_023761.1	ROUT_virus
NC_023765.1	University_of_Helsinki_virus
NC_023766.1	University_of_Helsinki_virus
NC_023842.1	Danaus_plexippus_plexippus_iteravirus
NC_023849.1	Pouzolzia_golden_mosaic_virus
NC_023854.1	Dragonfly_orbiculatusvirus
NC_023848.1	Anopheles_minimus_irodovirus
NC_023863.2	Vibrio_phage_CHOED
NC_023870.1	Dragonfly-associated_circular_virus_3
NC_023869.1	Dragonfly_associated_cyclovirus_2
NC_023877.1	Porcine_stool-associated_circular_virus_4
NC_023881.1	Faba_bean_necrotic_stunt_alphasatellite_1
NC_023883.1	Cyanoramphus_nest_associated_circular_X_DNA_virus
NC_023873.1	Enhydra_lutris_papillomavirus_1
NC_023892.1	Gaillardia_latent_virus
NC_023989.1	Sugarcane_white_streak_virus
NC_023985.1	Duck_aalivirus_1
NC_024012.1	Jatropha_mosaic_virus
NC_024013.1	Jatropha_mosaic_virus
NC_024031.1	Atlantic_salmon_calicivirus
NC_023692.1	Mycobacterium_phage_BigNuz
NC_023720.1	Mycobacterium_virus_Perseus
NC_023707.1	Mycobacterium_phage_Turbido
NC_023689.1	Mycobacterium_phage_Lilac
NC_023711.1	Mycobacterium_phage_Oline
NC_023704.1	Mycobacterium_virus_Doom
NC_023738.1	Mycobacterium_phage_Thibault
NC_023723.1	Mycobacterium_phage_Aeneas
NC_023740.1	Mycobacterium_phage_JacAttac
NC_023713.1	Mycobacterium_phage_Blue7
NC_023727.1	Mycobacterium_phage_Vista
NC_023687.1	Mycobacterium_virus_Bruns
NC_023760.1	Mink_coronavirus_strain_WD1127
NC_023813.1	Reptilian_orthoreovirus
NC_023814.1	Reptilian_orthoreovirus
NC_023819.1	Reptilian_orthoreovirus
NC_023816.1	Reptilian_orthoreovirus
NC_023815.1	Reptilian_orthoreovirus
NC_023820.1	Reptilian_orthoreovirus
NC_023822.1	Reptilian_orthoreovirus
NC_023821.1	Reptilian_orthoreovirus
NC_023817.1	Reptilian_orthoreovirus
NC_023818.1	Reptilian_orthoreovirus
NC_023844.1	Cassava_associated_gemycircularvirus_1
NC_023851.1	Niminivirus
NC_023855.1	Dragonfly_cyclicusvirus
NC_023861.1	Sicinivirus_A
NC_023862.1	Mycobacterium_phage_Alsfro
NC_023871.1	Dragonfly-associated_circular_virus_2
NC_023878.1	Porcine_stool-associated_circular_virus_5
NC_023880.1	Faba_bean_necrotic_stunt_alphasatellite_2
NC_023879.1	Fur_seal_faeces_associated_circular_DNA_virus
NC_023888.1	Circo-like_virus-Brazil_hs1
NC_023895.1	Rupicapra_rupicapra_papillomavirus_1
NC_023983.1	Persimmon_latent_virus
NC_023986.1	Casuarina_virus
NC_024009.1	Allamanda_leaf_mottle_distortion_virus
NC_040180.1	Allamanda_leaf_mottle_distortion_virus
NC_024018.2	Pronghorn_antelope_pestivirus
NC_024073.1	Enterovirus_sp.
NC_024113.1	Jingmen_tick_virus
NC_024112.1	Jingmen_tick_virus
NC_024114.1	Jingmen_tick_virus
NC_024111.1	Jingmen_tick_virus
NC_024119.1	PoSCV_Kor_J481
NC_024124.2	Escherichia_phage_vB_EcoM_JS09
NC_024134.1	Escherichia_phage_FFH2
NC_024149.1	Lactococcus_phage_WP-2
NC_024138.1	Mycobacterium_phage_MosMoris
NC_024135.1	Mycobacterium_phage_Bernal13
NC_024204.1	Salmonella_phage_vB_SenS-Ent3
NC_024211.1	Bacillus_phage_Megatron
NC_023691.1	Mycobacterium_phage_Patience
NC_023714.1	Mycobacterium_phage_LinStu
NC_023710.1	Mycobacterium_phage_RidgeCB
NC_023746.1	Mycobacterium_virus_Gumbie
NC_023729.1	Mycobacterium_phage_Charlie
NC_023706.1	Rhodococcus_phage_ReqiDocB7
NC_023694.1	Rhodococcus_phage_ReqiPoco6
NC_023717.1	Cronobacter_phage_CR9
NC_023703.1	Mycobacterium_phage_Dori
NC_023697.1	Mycobacterium_virus_Babsiella
NC_023742.1	Mycobacterium_phage_Akoma
NC_023701.1	Mycobacterium_virus_Acadian
NC_023763.1	Merino_Walk_mammarenavirus
NC_023764.1	Merino_Walk_mammarenavirus
NC_023841.1	Dunaliella_viridis_virus_SI2
NC_023845.1	Raccoon_polyomavirus
NC_023852.1	Canis_familiaris_papillomavirus_13
NC_023864.1	Axonopus_compressus_streak_virus
NC_023860.1	Porcine_parvovirus_6
NC_023865.1	Pectobacterium_phage_PM1
NC_023866.1	Dragonfly_associated_cyclovirus_5
NC_023876.2	Andrographis_yellow_vein_leaf_curl_betasatellite
NC_023882.1	Equus_asinus_papillomavirus_1
NC_023875.1	Black_medic_leafroll_alphasatellite_1
NC_023886.1	Dragonfly_associated_cyclovirus_1
NC_023894.1	Pygoscelis_adeliae_papillomavirus_1
NC_023893.1	Sclerotinia_sclerotiorum_betaendornavirus_1
NC_023988.1	Tortoise_rafivirus_A
NC_023984.1	Human_cosavirus
NC_024017.1	Nhumirim_virus
NC_024071.1	Tanay_virus
NC_024078.1	Goose_calicivirus
NC_024120.1	Duck_megrivirus
NC_024121.1	Serratia_phage_PS2
NC_024139.1	Escherichia_phage_vB_EcoS_FFH_1
NC_024146.1	Enterobacteria_phage_9g
NC_024147.1	Mycobacterium_phage_ZoeJ
NC_024148.1	Mycobacterium_phage_Phantastic
NC_024212.1	Enterococcus_phage_VD13
NC_024205.1	Bacillus_phage_Hoody_TRUE
NC_024203.1	Lactococcus_phage_P092
NC_024216.1	Bacillus_phage_CAM003
NC_024215.1	Lactococcus_phage_P078
NC_024209.1	Mycobacterium_phage_Hawkeye
NC_024298.1	Sclerotinia_sclerotiorum_debilitation-associated_RNA_virus_2
NC_024303.1	Bovine_gammaherpesvirus_6
NC_024373.1	Luffa_puckering_and_leaf_distortion-associated_betasatellite_[India:Gurdaspur:Okra:2013]
NC_024365.1	Pseudomonas_phage_phiPSA1
NC_024355.1	Staphylococcus_phage_6ec
NC_024362.1	Pseudomonas_phage_phiPSA2
NC_024356.1	Enterococcus_phage_IME-EFm1
NC_024359.1	Listeria_phage_LP-048
NC_024392.1	Listeria_phage_LP-114
NC_024388.1	Leuconostoc_phage_LN34
NC_024385.1	Leuconostoc_phage_phiLN12
NC_024376.1	Sierra_Nevada_virus
NC_024443.1	Roundleaf_bat_hepatitis_B_virus
NC_024449.1	Cherry_twisted_leaf_associated_virus
NC_024454.1	Turkey_parvovirus_1078
NC_003565.1	Faba_bean_necrotic_yellows_C7_alphasatellite
NC_024474.1	Pigeon_adenovirus_1
NC_024476.1	Blueberry_mosaic_associated_virus
NC_036635.1	Blueberry_mosaic_associated_virus
NC_036634.1	Blueberry_mosaic_associated_virus
NC_024481.1	McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-5
NC_024477.1	McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-1
NC_024488.1	Drosophila_immigrans_Nora_virus
NC_024492.1	Senegalese_sole_Iberian_betanodavirus
NC_024493.1	Senegalese_sole_Iberian_betanodavirus
NC_024501.1	Gentian_ovary_ringspot_virus
NC_024502.1	Gentian_ovary_ringspot_virus
NC_024687.1	Rose_leaf_curl_virus
NC_024689.1	HCBI8.215_virus
NC_024693.1	Sweet_potato_leaf_curl_Guangxi_virus
NC_024701.1	Feline_astrovirus_D1
NC_024704.1	Cladosporium_cladosporioides_virus_1
NC_024705.1	Cladosporium_cladosporioides_virus_1
NC_024706.1	Cladosporium_cladosporioides_virus_1
NC_024707.1	Cladosporium_cladosporioides_virus_1
NC_024708.1	Cladosporium_cladosporioides_virus_1
NC_024769.1	Chicken_picornavirus_5
NC_024771.1	Equid_alphaherpesvirus_3
NC_024773.1	Porcine_associated_porprismacovirus_7
NC_024784.1	Escherichia_phage_vB_EcoS_AHS24
NC_024792.1	Bacillus_phage_Bobb
NC_024793.1	Escherichia_phage_vB_EcoS_AHP42
NC_024791.1	Vibrio_phage_ICP2_2013_A_Haiti
NC_024808.1	Ethiopian_tobacco_bushy_top_virus
NC_024887.1	Middelburg_virus
NC_024890.1	Seal_anellovirus_3
NC_024908.1	Torque_teno_Tadarida_brasiliensis_virus
NC_024217.1	Nitrincola_phage_1M3-16
NC_024296.1	Canary_bornavirus_3
NC_024306.1	Fruit_bat_alphaherpesvirus_1
NC_024361.1	Streptococcus_phage_DCC1738
NC_024357.1	Streptococcus_phage_K13
NC_024375.1	Listeria_phage_LP-026
NC_024368.1	Mycobacterium_phage_Pinto
NC_024371.1	Mycobacterium_phage_Damien
NC_024377.1	Simian_pegivirus
NC_024384.1	Listeria_phage_LP-030-3
NC_024378.1	Leuconostoc_phage_phiLNTR3
NC_024389.1	Leuconostoc_phage_phiLNTR2
NC_024386.1	Leuconostoc_phage_LN25
NC_024447.1	Pigeonpox_virus
NC_024450.1	Falconid_herpesvirus_1
NC_024452.1	Chicken_parvovirus_ABU-P1
NC_003558.1	Faba_bean_necrotic_yellows_C11_alphasatellite
NC_024471.1	Yellow_oat_grass_mosaic_virus
NC_024484.1	McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-8
NC_024480.1	McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-4
NC_024485.1	Rosellinia_necatrix_fusarivirus_1
NC_024487.1	Drosophila_subobscura_Nora_virus
NC_024495.1	Heartland_virus
NC_024494.1	Heartland_virus
NC_024496.1	Heartland_virus
NC_024498.1	Bovine_astrovirus_CH13
NC_024685.1	Phomopsis_longicolla_hypovirus
NC_024686.1	Prunus_virus_TRUE
NC_024697.1	Aureococcus_anophagefferens_virus
NC_024696.1	Elephant_endotheliotropic_herpesvirus_5
NC_024692.1	Penaeus_monodon_nudivirus
NC_024711.1	uncultured_crAssphage
NC_024768.1	Chicken_picornavirus_4
NC_024776.1	Porcine_associated_porprismacovirus_6
NC_024782.1	Pseudomonas_phage_MP48
NC_024783.1	Escherichia_phage_EK99P-1
NC_024786.1	Escherichia_phage_vB_EcoP_PhAPEC5
NC_024805.1	Ilomantsi_virus
NC_024810.1	Coccinia_mosaic_Tamil_Nadu_virus
NC_024809.1	Coccinia_mosaic_Tamil_Nadu_virus
NC_024889.1	Equine_hepacivirus_JPN3/JAPAN/2013
NC_024907.1	Ancient_caribou_feces_associated_virus
NC_024076.1	Cat_Que_virus
NC_024074.1	Cat_Que_virus
NC_024075.1	Cat_Que_virus
NC_024116.1	Tomato_leaf_curl_Barka_virus
NC_024118.1	New_Jersey_polyomavirus-2013
NC_024122.1	Salmonella_phage_vB-SalM-SJ3
NC_024144.1	Clostridium_phage_CDMH1
NC_024142.2	Escherichia_phage_Bp4
NC_024141.1	Mycobacterium_phage_Kampy
NC_024145.1	Mycobacterium_phage_Hosp
NC_024151.1	Beauveria_bassiana_victorivirus_NZL/1980
NC_024213.1	Bacillus_phage_Hakuna
NC_024207.1	Bacillus_phage_Evoli
NC_024208.1	Lactococcus_phage_P118
NC_024297.1	Bovine_astrovirus
NC_024300.1	Fulmarus_glacialis_papillomavirus_1
NC_024330.1	Pseudomonas_phage_JD024
NC_024370.1	Streptococcus_phage_IC1
NC_024363.1	Mycobacterium_phage_Manad
NC_024369.2	Vibrio_phage_X29
NC_024367.1	Dinoroseobacter_phage_DFL12phi1
NC_024381.1	Pseudomonas_phage_vB_PaeS_SCH_Ab26
NC_024380.1	Leuconostoc_phage_phiLN6B
NC_024387.1	Listeria_phage_LP-101
NC_024379.1	Escherichia_phage_PE3-1
NC_024444.1	Horseshoe_bat_hepatitis_B_virus
NC_024446.1	Penguinpox_virus
NC_024451.1	Armadillidium_vulgare_iridescent_virus
NC_024455.1	Yerba_mate_alphaendornavirus
NC_024458.1	Pitaya_virus_X
NC_024472.1	Human_astrovirus_BF34
NC_024483.1	McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-7
NC_024479.1	McMurdo_Ice_Shelf_pond-associated_circular_DNA_virus-3
NC_024489.1	Asterionellopsis_glacialis_RNA_virus
NC_024490.1	Mirabilis_leaf_curl_India_virus_associated_betasatellite
NC_024503.1	Umatilla_virus
NC_024504.1	Umatilla_virus
NC_024505.1	Umatilla_virus
NC_024506.1	Umatilla_virus
NC_024507.1	Umatilla_virus
NC_024508.1	Umatilla_virus
NC_024509.1	Umatilla_virus
NC_024510.1	Umatilla_virus
NC_024499.1	Umatilla_virus
NC_024500.1	Umatilla_virus
NC_024625.1	Peridroma_alphabaculovirus
NC_024691.1	MSSI2.225_virus
NC_024695.1	Rose_leaf_curl_betasatellite
NC_024700.1	Feline_cyclovirus
NC_024702.1	Soybean_cyst_nematode_socyvirus
NC_024765.1	Chicken_picornavirus_1
NC_024767.1	Chicken_picornavirus_3
NC_024214.1	Lactococcus_phage_P162
NC_024301.1	Pagoda_yellow_mosaic_associated_virus
NC_024299.2	Nienokoue_virus
